TransactionKey;ProductKey;CustomerKey;OrderKey;OrderDateKey;ShipDateKey;SellerKey;Sales;Quantity;Discount;Profit;Shipping Cost
140;133;112;69;1158;1184;21;122.88;4;0;9.72;19.74
141;134;122;70;1098;1126;19;92.16;4;0;11.04;6.25
142;135;476;71;1370;1400;7;481.68;2;0;178.2;25.79
143;136;781;72;1321;1351;7;15.84;1;0;1.26;2.41
144;137;248;73;1298;1329;7;209.76;2;0;85.98;34.8
145;138;248;73;1298;1329;7;67.98;1;0;6.09;13.22
146;139;248;73;1298;1329;7;56.76;2;0;10.74;5.43
147;140;248;73;1298;1329;7;31.17;1;0;7.14;4.21
148;141;248;73;1298;1329;7;19.68;1;0;3.12;3.09
149;139;248;73;1298;1329;7;56.76;2;0;10.74;2.77
150;142;248;73;1298;1329;7;13.26;1;0;6.09;2.06
151;143;914;74;1228;1256;9;1052.16;2;0;526.08;147.79
152;144;914;74;1228;1256;9;516;4;0;61.92;46.75
153;68;914;74;1228;1256;9;163.98;6;0;21.24;26.6
154;145;914;74;1228;1256;9;21.3;2;0;5.28;2.4
155;146;914;74;1228;1256;9;17.61;1;0;8.79;2.28
156;147;914;74;1228;1256;9;10.77;1;0;0;1.23
157;148;173;75;1070;1098;3;106.92;1;0;26.73;16.77
158;149;13;76;1215;1242;5;151.83;1;0;37.95;41.85
159;150;13;76;1215;1242;5;39.39;1;0;19.29;10.58
160;151;13;77;1375;1403;11;39.96;2;0;19.14;6.3
161;152;127;78;1365;1396;6;35.76;2;0;9.6;1.41
162;153;122;79;1231;1261;18;241.8;2;0;62.82;18.15
163;154;122;79;1231;1261;18;229.56;4;0;15.96;8.81
164;96;122;79;1231;1261;18;10.32;1;0;4.53;1.54
165;155;115;80;1387;1416;3;287.58;2;0;8.58;19.63
166;156;115;80;1387;1416;3;98.94;2;0;15.78;6.73
167;157;115;80;1387;1416;3;29.73;1;0;7.71;3.3
168;158;115;80;1387;1416;3;143.34;2;0;58.74;1.88
169;159;243;81;1110;1140;3;52.08;2;0;17.7;10.76
170;16;243;81;1110;1140;3;45.69;1;0;7.29;5.55
171;160;243;81;1110;1140;3;49.44;4;0;13.8;4.27
172;161;243;81;1110;1140;3;25.47;1;0;6.6;2.8
173;162;243;81;1110;1140;3;5.04;1;0;0.84;1.71
174;54;25;82;1284;1314;6;314.22;1;0;3.12;18.61
175;163;25;82;1284;1314;6;16.53;1;0;7.41;1.3
176;164;3;83;1093;1121;3;90.3;2;0;29.76;9.63
177;165;3;83;1093;1121;3;83.4;2;0;3.3;9.28
178;166;3;83;1093;1121;3;48.09;1;0;4.32;2.58
179;167;164;84;1070;1098;15;19.35;1;0;2.1;2.75
180;168;113;85;1093;1122;3;40.83;1;0;5.28;5.01
181;169;113;85;1093;1122;3;13.29;1;0;6.36;1.93
182;170;2377;86;1376;1406;7;24.96;2;0;1.98;1.87
183;171;19;87;1134;1163;20;818.28;6;0;171.72;24.26
184;172;19;87;1134;1163;20;100.2;4;0;6;9.77
185;173;321;88;1292;1324;7;90.96;8;0;20.88;7.47
186;174;321;88;1292;1324;7;19.08;4;0;8.16;1.8
187;175;28;89;1280;1308;22;519.33;1;0;98.67;25.75
188;176;28;89;1280;1308;22;49.86;1;0;0;5.84
189;177;48;90;1424;1458;3;293.64;2;0;85.14;17.8
190;178;48;90;1424;1458;3;53.73;1;0;6.42;4.45
191;179;48;90;1424;1458;3;50.76;2;0;16.74;1.97
192;180;48;90;1424;1458;3;264.96;2;0;29.1;1.64
193;181;1293;91;1082;1107;6;293.85;1;0;61.68;70.93
194;182;1293;91;1082;1107;6;47.64;1;0;23.34;13.85
195;183;1293;91;1082;1107;6;27.12;2;0;5.94;6.8
196;184;1293;91;1082;1107;6;17.49;1;0;6.12;4.23
197;185;1293;91;1082;1107;6;105.18;2;0;25.2;3.66
198;186;173;92;1249;1278;7;1008;8;0;433.44;122.39
199;187;3907;93;1403;1436;7;1515.24;4;0;560.52;98.08
200;188;3907;93;1403;1436;7;163.56;2;0;57.24;16.64
201;189;3907;93;1403;1436;7;92.88;6;0;15.66;4.95
202;190;284;94;1271;1301;23;26.37;1;0;10.8;1.19
203;191;517;95;1426;1457;7;14.97;1;0;5.37;1.52
204;192;83;96;1231;1257;5;4.8;1;0;2.19;1.31
205;21;13;97;1091;1119;4;874.68;2;0;148.68;54.12
206;193;13;97;1091;1119;4;26.67;1;0;1.05;3.62
207;194;234;98;1208;1236;7;22.29;1;0;10.68;1.37
208;195;187;99;1429;1461;3;207.12;4;0;76.56;11.21
209;196;187;99;1429;1461;3;58.8;8;0;18;1.98
210;197;1908;100;1426;1458;3;160.32;4;0;24;12.66
211;198;475;101;53;50;24;49.32;1;0;5.4;9.76
212;199;2273;102;350;366;24;24.45;1;0;0;2.55
213;200;1167;103;245;259;24;137.88;1;0;66.18;6.24
214;201;34;104;152;155;24;454.71;1;0;50.01;147.24
215;202;34;104;152;155;24;95.64;2;0;12.42;23.75
216;203;34;104;152;155;24;28.23;1;0;12.12;7.65
217;204;34;104;152;155;24;12.69;1;0;5.82;3.42
218;205;34;105;612;635;24;26.4;2;0;0.48;2.66
219;206;882;106;650;671;24;254.16;1;0;101.64;71.18
220;47;882;106;650;671;24;199.08;4;0;55.68;7.36
221;207;122;107;931;953;24;141.33;1;0;14.13;10.89
222;208;1202;108;716;739;24;7.62;1;0;3.42;1.42
223;209;112;109;719;739;24;10.08;1;0;4.62;1.37
224;210;2377;110;732;754;24;2058;4;0;946.68;393.62
225;198;2377;110;732;754;24;394.56;8;0;43.2;44.64
226;211;234;111;858;882;24;51.63;1;0;24.24;5.36
227;212;1597;112;924;950;24;29.76;2;0;6.54;4.07
228;213;1204;113;1429;1456;24;157.8;4;0;9.36;27.41
229;110;68;114;1426;1458;24;984.84;4;0;374.16;42.72
230;214;68;114;1426;1458;24;44.01;1;0;15.84;3.66
231;215;68;114;1426;1458;24;47.49;1;0;4.26;2.03
232;216;855;115;1308;1339;24;47.4;1;0;5.67;2.16
233;217;3;116;1123;1152;24;33.36;2;0;12.66;2.25
234;218;570;117;1362;1393;24;60.42;2;0;9.66;12.6
235;219;570;117;1362;1393;24;50.46;1;0;0.99;7.92
236;220;570;117;1362;1393;24;13.32;2;0;6.24;1.97
237;221;243;118;1320;1351;24;133.2;1;0;23.97;5.75
238;222;3912;119;1322;1354;24;53.91;1;0;12.39;2.98
239;223;3;120;1325;1353;24;29.76;1;0;3.27;4.28
240;224;1638;121;292;305;25;33.18;2;0;4.92;1.96
241;225;1638;121;292;305;25;28.23;1;0;0;1.94
242;23;1638;121;292;305;25;15.75;1;0;1.71;1.64
243;226;433;122;299;311;26;11.28;1;0;2.01;1.91
244;227;26;123;61;60;27;1619.1;10;0;258.9;301.73
245;228;127;124;454;476;28;58.17;1;0;3.48;5.35
246;229;100;125;553;576;26;414.03;1;0;202.86;26.48
247;230;8;126;459;482;26;363.75;1;0;39.99;33.38
248;124;8;126;459;482;26;105.72;4;0;43.32;6.73
249;231;8;126;459;482;26;6.45;1;0;1.65;1.37
250;232;3;127;817;837;29;182.07;1;0;40.05;59.24
251;233;155;128;1058;1086;26;85.26;1;0;0.84;4.06
252;17;183;129;929;953;28;553.92;4;0;22.08;206.56
253;234;1057;130;1137;1163;29;173.7;6;0;24.3;28.56
254;58;1057;130;1137;1163;29;218.76;4;0;54.6;16.94
255;235;1057;130;1137;1163;29;18.75;1;0;8.61;2.72
256;236;28;131;335;349;30;94.2;1;0;45.21;6.72
257;237;28;131;335;349;30;42.06;1;0;21.03;4.7
258;238;1513;132;814;840;30;20.49;1;0;2.85;2.08
259;239;15;133;165;172;31;254.94;2;0;2.52;22.91
260;216;15;133;165;172;31;47.4;1;0;5.67;4.58
261;240;15;133;165;172;31;28.26;2;0;6.48;3.71
262;172;15;133;165;172;31;55.92;2;0;2.22;2.24
263;241;5;134;271;283;32;985.68;4;0;78.84;125.89
264;242;5;134;271;283;32;440.88;4;0;79.32;28.57
265;243;54;135;32;32;32;206.4;1;0;92.88;53.08
266;244;1866;136;6;8;32;28.32;1;0;12.72;2
267;245;173;137;8;10;33;2478.6;6;0;49.5;349.87
268;246;1056;138;336;349;32;244.74;2;0;70.92;51.57
269;247;1056;138;336;349;32;143.13;1;0;57.24;9.12
270;248;1056;138;336;349;32;27.39;1;0;9.03;3.17
271;249;525;139;20;17;32;825.36;2;0;338.34;88.97
272;250;525;139;20;17;32;48.51;1;0;15.51;11.64
273;251;525;139;20;17;32;48;1;0;15.84;7.92
274;252;517;140;188;197;34;227.16;12;0;90.72;47.97
275;253;517;140;188;197;34;107.28;12;0;35.28;8.18
276;254;517;140;188;197;34;40.26;2;0;8.04;6.91
277;255;517;140;188;197;34;61.38;2;0;1.2;5.31
278;256;517;140;188;197;34;65.13;1;0;24.72;3.94
279;257;517;140;188;197;34;14.55;1;0;3.18;1.97
280;258;1263;141;326;342;32;28.56;4;0;11.04;2.19
281;259;2886;142;34;38;32;9.06;2;0;4.5;1.8
282;192;122;143;565;588;33;4.8;1;0;2.19;1.37
283;260;187;144;682;704;32;128.37;1;0;55.17;7.17
284;261;187;144;682;704;32;40.2;4;0;19.68;2.64
285;262;187;144;682;704;32;30.84;2;0;2.1;2.27
286;263;446;145;663;686;35;40.29;1;0;4.83;3.79
287;264;446;145;663;686;35;45.72;1;0;15.06;1.77
288;265;446;145;663;686;35;51.24;4;0;17.88;1.31
289;266;127;146;681;703;32;299.58;1;0;0;21.56
290;267;127;146;681;703;32;53.28;4;0;21.84;5.9
291;55;127;146;681;703;32;80.46;1;0;10.44;4.48
292;268;178;147;372;387;32;147.3;1;0;0;30.2
293;269;178;147;372;387;32;15.72;2;0;5.64;1.41
294;270;234;148;616;636;32;168.81;1;0;64.14;19.46
295;271;234;148;616;636;32;14.7;1;0;2.94;1.46
296;267;251;149;547;567;32;106.56;8;0;43.68;14.47
297;272;517;150;614;637;31;239.04;1;0;31.05;21.03
298;273;517;150;614;637;31;207.33;1;0;53.88;12.76
299;124;517;150;614;637;31;52.86;2;0;21.66;2.85
300;274;1823;151;660;678;32;636.15;1;0;311.7;31.59
301;275;234;152;509;531;32;100.02;2;0;15.96;6.09
302;276;234;152;509;531;32;53.46;1;0;17.1;3.75
303;277;234;152;509;531;32;52.92;1;0;24.33;3.47
304;278;13;153;607;630;34;40.98;1;0;5.73;2.06
305;31;37;154;698;720;34;263.73;1;0;113.4;29.39
306;47;3052;155;698;721;34;298.62;6;0;83.52;18.65
307;279;2;156;861;887;32;402.96;8;0;36.24;41.24
308;280;2;156;861;887;32;166.89;1;0;25.02;18.22
309;281;2;156;861;887;32;166.68;1;0;34.98;17.42
310;282;2;156;861;887;32;145.8;4;0;49.56;15.52
311;283;2;156;861;887;32;13.86;1;0;3.3;2.07
312;76;2;156;861;887;32;14.37;1;0;3;2.01
313;284;627;157;1065;1092;32;65.16;6;0;11.7;8.57
314;285;8;158;794;818;32;93.84;4;0;31.8;10.96
315;284;86;159;1008;1035;32;65.16;6;0;11.7;8.67
316;286;86;159;1008;1035;32;47.34;1;0;15.12;3.77
317;287;14;160;1044;1071;33;1466.88;8;0;219.84;85.35
318;288;14;160;1044;1071;33;1480.68;12;0;592.2;70.97
319;289;1433;161;929;956;32;49.32;1;0;11.82;5.23
320;290;1433;161;929;956;32;48.45;1;0;22.77;2.85
321;119;1433;161;929;956;32;46.32;1;0;12.03;2.64
322;291;1433;161;929;956;32;65.7;6;0;25.56;2.59
323;292;207;162;1003;1029;32;704.76;4;0;211.32;100.51
324;293;207;162;1003;1029;32;346.92;2;0;100.56;32.39
325;294;207;162;1003;1029;32;95.04;2;0;46.56;7.96
326;295;207;162;1003;1029;32;40.62;2;0;13.38;7.28
327;296;207;162;1003;1029;32;30.45;1;0;15.21;7.28
328;297;207;162;1003;1029;32;26.22;2;0;8.88;4.92
329;298;207;162;1003;1029;32;48.45;1;0;12.09;4.54
330;299;207;162;1003;1029;32;21.48;2;0;2.52;2.4
331;300;2286;163;1069;1095;32;848.4;4;0;322.32;91
332;301;7;164;853;880;32;62.16;1;0;24.84;8.71
333;162;7;164;853;880;32;5.04;1;0;0.84;1.74
334;302;694;165;1048;1076;32;56.58;1;0;24.87;4.73
335;86;694;165;1048;1076;32;55.92;4;0;10.56;4.52
336;303;126;166;1022;1049;33;210.69;1;0;52.65;34.31
337;284;126;166;1022;1049;33;152.04;14;0;27.3;18.74
338;304;126;166;1022;1049;33;169.2;1;0;69.36;12.3
339;305;981;167;1029;1058;36;652.68;1;0;169.68;52.38
340;306;178;168;1021;1048;32;8.79;1;0;3.33;1.95
341;307;2273;169;1048;1077;33;28.38;2;0;5.64;2.31
342;308;4145;170;1008;1036;32;16.32;2;0;2.28;1.63
343;229;68;171;1215;1244;32;828.06;2;0;405.72;87.64
344;309;68;171;1215;1244;32;13.23;1;0;4.23;1.85
345;310;240;172;1293;1326;34;38.58;2;0;2.28;3.11
346;311;28;173;1303;1334;33;34.92;2;0;16.74;3.3
347;312;28;173;1303;1334;33;26.1;1;0;6.78;3.12
348;313;446;174;1216;1247;32;1877.16;4;0;525.6;95.8
349;314;468;175;1286;1314;34;668.4;4;0;300.72;61.64
350;315;468;175;1286;1314;34;102.48;1;0;24.57;11.36
351;280;468;175;1286;1314;34;166.89;1;0;25.02;1.95
352;10;265;176;1118;1146;32;568.32;4;0;90.84;15.8
353;69;265;176;1118;1146;32;18.66;1;0;8.94;1.61
354;196;115;177;1391;1422;34;29.4;4;0;9;2.52
355;316;280;178;1387;1415;37;50.04;1;0;14.49;6.78
356;317;280;178;1387;1415;37;13.38;2;0;3.42;3.3
357;318;321;179;1356;1387;34;110.16;6;0;39.6;19.11
358;319;321;179;1356;1387;34;34.32;4;0;5.4;3.59
359;58;14;180;1327;1359;32;328.14;6;0;81.9;37.24
360;320;14;180;1327;1359;32;274.68;2;0;0;33.4
361;56;14;180;1327;1359;32;13.68;1;0;4.08;1.24
362;321;187;181;1334;1365;32;47.04;1;0;13.62;1.82
363;129;187;181;1334;1365;32;4.89;1;0;1.17;1.47
364;1;2416;182;1309;1338;32;275.58;2;0;35.82;44.92
365;322;2416;182;1309;1338;32;48.93;1;0;14.67;6.9
366;323;3;183;1373;1404;32;193.68;4;0;11.52;25.43
367;324;100;184;1430;1461;32;126.72;6;0;20.16;11.5
368;325;1566;185;1320;1346;33;30.36;2;0;0.6;3.63
369;221;2377;186;1208;1236;34;532.8;4;0;95.88;20.23
370;326;2377;186;1208;1236;34;54.18;2;0;21.66;4.29
371;327;1115;187;1375;1407;32;795.6;4;0;222.72;56.09
372;328;119;188;1409;1442;32;318.09;1;0;152.67;23.93
373;329;119;188;1409;1442;32;15.57;1;0;7.14;1.97
374;330;6;189;1404;1437;34;182.37;1;0;52.86;14.55
375;86;6;189;1404;1437;34;13.98;1;0;2.64;1.85
376;251;59;190;1169;1195;32;48;1;0;15.84;7.85
377;331;95;191;1082;1110;32;96;2;0;44.16;7.05
378;332;95;191;1082;1110;32;7.26;1;0;2.52;1.52
379;333;28;192;1170;1198;32;28.35;1;0;8.49;3.67
380;258;28;192;1170;1198;32;28.56;4;0;11.04;3.28
381;334;139;193;234;241;38;922.95;1;0;341.49;282.09
382;335;644;194;105;110;39;109.95;1;0;12.09;9.25
383;336;83;195;220;230;40;7.8;1;0;1.23;1.69
384;2;139;196;201;211;41;43.56;1;0;15.66;4.68
385;337;139;196;201;211;41;16.02;1;0;0.63;1.16
386;338;61;197;84;88;38;492.96;4;0;14.76;50.55
387;225;61;197;84;88;38;28.23;1;0;0;3.11
388;299;61;197;84;88;38;21.48;2;0;2.52;2.04
389;339;299;198;119;125;39;78.99;1;0;23.67;5.87
390;340;299;198;119;125;39;24;1;0;2.88;3
391;341;250;199;700;724;38;524.4;1;0;104.88;42.25
392;342;201;200;507;529;38;137.16;1;0;0;8.18
393;38;14;201;646;667;38;196.98;1;0;39.39;40.83
394;343;14;201;646;667;38;84.42;2;0;15.18;1.74
395;221;242;202;542;563;38;266.4;2;0;47.94;20.86
396;148;2629;203;508;529;38;855.36;8;0;213.84;53.35
397;344;95;204;447;466;38;1000.98;6;0;280.26;108.48
398;345;95;204;447;466;38;171.87;1;0;46.38;17.7
399;276;95;204;447;466;38;53.46;1;0;17.1;3.02
400;346;43;205;699;720;38;115.02;1;0;0;7.59
401;347;43;205;699;720;38;15.15;1;0;1.8;1.28
402;192;43;205;699;720;38;9.6;2;0;4.38;1.14
403;348;28;206;974;996;38;81.69;1;0;4.89;18.82
404;150;28;206;974;996;38;78.78;2;0;38.58;13.93
405;349;28;206;974;996;38;31.08;2;0;10.2;2.36
406;169;28;206;974;996;38;13.29;1;0;6.36;2.26
407;350;28;206;974;996;38;48.96;1;0;22.02;1.68
408;351;127;207;891;919;38;8.4;1;0;0.06;1.7
409;352;68;208;812;836;38;174.33;1;0;71.46;31.58
410;160;885;209;1000;1029;38;74.16;6;0;20.7;5.65
411;154;1824;210;794;818;39;114.78;2;0;7.98;5.23
412;353;2835;211;780;805;38;29.28;1;0;1.44;1.57
413;354;2835;211;780;805;38;26.88;2;0;9.9;1.41
414;355;13;212;937;961;38;97.74;2;0;28.32;8.42
415;300;43;213;792;815;38;212.1;1;0;80.58;29.24
416;356;43;213;792;815;38;201.12;8;0;72.24;24.97
417;264;43;213;792;815;38;45.72;1;0;15.06;3.29
418;54;73;214;1317;1347;38;628.2;2;0;263.82;67.29
419;324;73;214;1317;1347;38;42.24;2;0;6.72;7.34
420;357;73;214;1317;1347;38;13.95;1;0;6.39;1.92
421;358;447;215;1251;1280;38;96.6;2;0;11.58;9.33
422;359;712;216;1304;1337;40;291.96;6;0;137.16;29.01
423;360;712;216;1304;1337;40;344.76;4;0;68.88;27.14
424;361;119;217;1416;1448;42;719.88;14;0;64.68;15.41
425;362;43;218;1153;1182;38;26.4;2;0;7.08;3.9
426;363;296;219;1116;1143;38;249.18;2;0;107.1;39
427;364;1229;220;1395;1426;42;306.78;1;0;82.83;12.68
428;365;1229;220;1395;1426;42;24.78;1;0;7.92;1.4
429;366;1057;221;1312;1344;38;512.28;2;0;204.9;27.36
430;298;1057;221;1312;1344;38;193.8;4;0;48.36;18.57
431;367;1821;222;1263;1289;43;86.94;6;0;28.62;17.09
432;257;1821;222;1263;1289;43;29.1;2;0;6.36;1.87
433;368;39;223;1305;1335;43;588.36;4;0;29.4;66.7
434;369;39;223;1305;1335;43;6.75;1;0;0.99;1.72
435;370;39;223;1305;1335;43;12.57;1;0;1.62;1.26
436;307;2206;224;1283;1313;38;28.38;2;0;5.64;1.28
437;371;644;225;1245;1272;38;379.44;8;0;128.88;28.37
438;372;644;225;1245;1272;38;132.96;8;0;21.12;5.84
439;373;644;225;1245;1272;38;59.82;1;0;12.54;2.33
440;217;644;225;1245;1272;38;16.68;1;0;6.33;1.19
441;374;62;226;1147;1177;44;170.19;1;0;64.65;9.48
442;375;1697;227;968;992;45;625.02;2;0;6.24;65.91
443;376;1697;227;968;992;45;44.16;4;0;6.6;6.85
444;377;25;228;323;337;46;349.2;8;0;108.24;48.87
445;378;8;229;427;447;46;48.96;1;0;16.14;4.8
